sample_index,time_s,raw_adc,voltage_V
5852,2.340800000000e-04,6,3.662221137120e-03
5853,2.341200000000e-04,-292,-1.782280953398e-01
5854,2.341600000000e-04,-292,-1.782280953398e-01
5855,2.342000000000e-04,-292,-1.782280953398e-01
5856,2.342400000000e-04,-292,-1.782280953398e-01
5857,2.342800000000e-04,-590,-3.601184118168e-01
5858,2.343200000000e-04,-590,-3.601184118168e-01
5859,2.343600000000e-04,-590,-3.601184118168e-01
5860,2.344000000000e-04,-590,-3.601184118168e-01
5861,2.344400000000e-04,-590,-3.601184118168e-01
5862,2.344800000000e-04,-887,-5.413983581042e-01
5863,2.345200000000e-04,-887,-5.413983581042e-01
5864,2.345600000000e-04,-887,-5.413983581042e-01
5865,2.346000000000e-04,-887,-5.413983581042e-01
5866,2.346400000000e-04,-887,-5.413983581042e-01
5867,2.346800000000e-04,-887,-5.413983581042e-01
5868,2.347200000000e-04,-887,-5.413983581042e-01
5869,2.347600000000e-04,-887,-5.413983581042e-01
5870,2.348000000000e-04,-887,-5.413983581042e-01
5871,2.348400000000e-04,-887,-5.413983581042e-01
5872,2.348800000000e-04,-887,-5.413983581042e-01
5873,2.349200000000e-04,-887,-5.413983581042e-01
5874,2.349600000000e-04,-887,-5.413983581042e-01
5875,2.350000000000e-04,-590,-3.601184118168e-01
5876,2.350400000000e-04,-590,-3.601184118168e-01
5877,2.350800000000e-04,-590,-3.601184118168e-01
5878,2.351200000000e-04,-292,-1.782280953398e-01
5879,2.351600000000e-04,-292,-1.782280953398e-01
5880,2.352000000000e-04,-292,-1.782280953398e-01
5881,2.352400000000e-04,-292,-1.782280953398e-01
5882,2.352800000000e-04,-292,-1.782280953398e-01
5883,2.353200000000e-04,6,3.662221137120e-03
5884,2.353600000000e-04,6,3.662221137120e-03
5885,2.354000000000e-04,304,1.855525376141e-01
5886,2.354400000000e-04,304,1.855525376141e-01
5887,2.354800000000e-04,304,1.855525376141e-01
5888,2.355200000000e-04,304,1.855525376141e-01
5889,2.355600000000e-04,602,3.674428540910e-01
5890,2.356000000000e-04,602,3.674428540910e-01
5891,2.356400000000e-04,602,3.674428540910e-01
5892,2.356800000000e-04,602,3.674428540910e-01
5893,2.357200000000e-04,900,5.493331705679e-01
5894,2.357600000000e-04,900,5.493331705679e-01
5895,2.358000000000e-04,900,5.493331705679e-01
5896,2.358400000000e-04,900,5.493331705679e-01
5897,2.358800000000e-04,900,5.493331705679e-01
5898,2.359200000000e-04,900,5.493331705679e-01
5899,2.359600000000e-04,900,5.493331705679e-01
5900,2.360000000000e-04,900,5.493331705679e-01
5901,2.360400000000e-04,900,5.493331705679e-01
5902,2.360800000000e-04,900,5.493331705679e-01
5903,2.361200000000e-04,900,5.493331705679e-01
5904,2.361600000000e-04,900,5.493331705679e-01
5905,2.362000000000e-04,900,5.493331705679e-01
5906,2.362400000000e-04,900,5.493331705679e-01
5907,2.362800000000e-04,900,5.493331705679e-01
5908,2.363200000000e-04,900,5.493331705679e-01
5909,2.363600000000e-04,602,3.674428540910e-01
5910,2.364000000000e-04,602,3.674428540910e-01
5911,2.364400000000e-04,602,3.674428540910e-01
5912,2.364800000000e-04,602,3.674428540910e-01
5913,2.365200000000e-04,304,1.855525376141e-01
5914,2.365600000000e-04,304,1.855525376141e-01
5915,2.366000000000e-04,304,1.855525376141e-01
5916,2.366400000000e-04,304,1.855525376141e-01
5917,2.366800000000e-04,6,3.662221137120e-03
5918,2.367200000000e-04,6,3.662221137120e-03
5919,2.367600000000e-04,6,3.662221137120e-03
5920,2.368000000000e-04,-292,-1.782280953398e-01
5921,2.368400000000e-04,-292,-1.782280953398e-01
5922,2.368800000000e-04,-292,-1.782280953398e-01
5923,2.369200000000e-04,-590,-3.601184118168e-01
5924,2.369600000000e-04,-590,-3.601184118168e-01
5925,2.370000000000e-04,-292,-1.782280953398e-01
5926,2.370400000000e-04,-590,-3.601184118168e-01
5927,2.370800000000e-04,-887,-5.413983581042e-01
5928,2.371200000000e-04,-590,-3.601184118168e-01
5929,2.371600000000e-04,-887,-5.413983581042e-01
5930,2.372000000000e-04,-887,-5.413983581042e-01
5931,2.372400000000e-04,-887,-5.413983581042e-01
5932,2.372800000000e-04,-887,-5.413983581042e-01
5933,2.373200000000e-04,-887,-5.413983581042e-01
5934,2.373600000000e-04,-887,-5.413983581042e-01
5935,2.374000000000e-04,-887,-5.413983581042e-01
5936,2.374400000000e-04,-887,-5.413983581042e-01
5937,2.374800000000e-04,-887,-5.413983581042e-01
5938,2.375200000000e-04,-887,-5.413983581042e-01
5939,2.375600000000e-04,-590,-3.601184118168e-01
5940,2.376000000000e-04,-590,-3.601184118168e-01
5941,2.376400000000e-04,-590,-3.601184118168e-01
5942,2.376800000000e-04,-590,-3.601184118168e-01
5943,2.377200000000e-04,-590,-3.601184118168e-01
5944,2.377600000000e-04,-292,-1.782280953398e-01
5945,2.378000000000e-04,-292,-1.782280953398e-01
5946,2.378400000000e-04,-292,-1.782280953398e-01
5947,2.378800000000e-04,6,3.662221137120e-03
5948,2.379200000000e-04,6,3.662221137120e-03
5949,2.379600000000e-04,6,3.662221137120e-03
5950,2.380000000000e-04,6,3.662221137120e-03
5951,2.380400000000e-04,304,1.855525376141e-01
5952,2.380800000000e-04,304,1.855525376141e-01
5953,2.381200000000e-04,304,1.855525376141e-01
5954,2.381600000000e-04,304,1.855525376141e-01
5955,2.382000000000e-04,602,3.674428540910e-01
5956,2.382400000000e-04,602,3.674428540910e-01
5957,2.382800000000e-04,602,3.674428540910e-01
5958,2.383200000000e-04,602,3.674428540910e-01
5959,2.383600000000e-04,602,3.674428540910e-01
5960,2.384000000000e-04,900,5.493331705679e-01
5961,2.384400000000e-04,900,5.493331705679e-01
5962,2.384800000000e-04,900,5.493331705679e-01
5963,2.385200000000e-04,900,5.493331705679e-01
5964,2.385600000000e-04,900,5.493331705679e-01
5965,2.386000000000e-04,900,5.493331705679e-01
5966,2.386400000000e-04,900,5.493331705679e-01
5967,2.386800000000e-04,900,5.493331705679e-01
5968,2.387200000000e-04,900,5.493331705679e-01
5969,2.387600000000e-04,900,5.493331705679e-01
5970,2.388000000000e-04,900,5.493331705679e-01
5971,2.388400000000e-04,602,3.674428540910e-01
5972,2.388800000000e-04,900,5.493331705679e-01
5973,2.389200000000e-04,602,3.674428540910e-01
5974,2.389600000000e-04,900,5.493331705679e-01
5975,2.390000000000e-04,602,3.674428540910e-01
5976,2.390400000000e-04,602,3.674428540910e-01
5977,2.390800000000e-04,304,1.855525376141e-01
5978,2.391200000000e-04,304,1.855525376141e-01
5979,2.391600000000e-04,304,1.855525376141e-01
5980,2.392000000000e-04,6,3.662221137120e-03
5981,2.392400000000e-04,304,1.855525376141e-01
5982,2.392800000000e-04,304,1.855525376141e-01
5983,2.393200000000e-04,6,3.662221137120e-03
5984,2.393600000000e-04,-292,-1.782280953398e-01
5985,2.394000000000e-04,-292,-1.782280953398e-01
5986,2.394400000000e-04,-292,-1.782280953398e-01
5987,2.394800000000e-04,-292,-1.782280953398e-01
5988,2.395200000000e-04,-292,-1.782280953398e-01
5989,2.395600000000e-04,-292,-1.782280953398e-01
5990,2.396000000000e-04,-292,-1.782280953398e-01
5991,2.396400000000e-04,-590,-3.601184118168e-01
5992,2.396800000000e-04,-590,-3.601184118168e-01
5993,2.397200000000e-04,-590,-3.601184118168e-01
5994,2.397600000000e-04,-590,-3.601184118168e-01
5995,2.398000000000e-04,-590,-3.601184118168e-01
5996,2.398400000000e-04,-887,-5.413983581042e-01
5997,2.398800000000e-04,-887,-5.413983581042e-01
5998,2.399200000000e-04,-887,-5.413983581042e-01
5999,2.399600000000e-04,-887,-5.413983581042e-01
6000,2.400000000000e-04,-590,-3.601184118168e-01
6001,2.400400000000e-04,-887,-5.413983581042e-01
6002,2.400800000000e-04,-590,-3.601184118168e-01
6003,2.401200000000e-04,-887,-5.413983581042e-01
6004,2.401600000000e-04,-590,-3.601184118168e-01
6005,2.402000000000e-04,-590,-3.601184118168e-01
6006,2.402400000000e-04,-590,-3.601184118168e-01
6007,2.402800000000e-04,-590,-3.601184118168e-01
6008,2.403200000000e-04,-590,-3.601184118168e-01
6009,2.403600000000e-04,-292,-1.782280953398e-01
6010,2.404000000000e-04,-292,-1.782280953398e-01
6011,2.404400000000e-04,-292,-1.782280953398e-01
6012,2.404800000000e-04,-292,-1.782280953398e-01
6013,2.405200000000e-04,-292,-1.782280953398e-01
6014,2.405600000000e-04,6,3.662221137120e-03
6015,2.406000000000e-04,6,3.662221137120e-03
6016,2.406400000000e-04,6,3.662221137120e-03
6017,2.406800000000e-04,6,3.662221137120e-03
6018,2.407200000000e-04,304,1.855525376141e-01
6019,2.407600000000e-04,304,1.855525376141e-01
6020,2.408000000000e-04,602,3.674428540910e-01
6021,2.408400000000e-04,602,3.674428540910e-01
6022,2.408800000000e-04,602,3.674428540910e-01
6023,2.409200000000e-04,602,3.674428540910e-01
6024,2.409600000000e-04,602,3.674428540910e-01
6025,2.410000000000e-04,602,3.674428540910e-01
6026,2.410400000000e-04,602,3.674428540910e-01
6027,2.410800000000e-04,602,3.674428540910e-01
6028,2.411200000000e-04,900,5.493331705679e-01
6029,2.411600000000e-04,602,3.674428540910e-01
6030,2.412000000000e-04,602,3.674428540910e-01
6031,2.412400000000e-04,602,3.674428540910e-01
6032,2.412800000000e-04,602,3.674428540910e-01
6033,2.413200000000e-04,602,3.674428540910e-01
6034,2.413600000000e-04,304,1.855525376141e-01
6035,2.414000000000e-04,304,1.855525376141e-01
6036,2.414400000000e-04,304,1.855525376141e-01
6037,2.414800000000e-04,304,1.855525376141e-01
6038,2.415200000000e-04,304,1.855525376141e-01
6039,2.415600000000e-04,304,1.855525376141e-01
6040,2.416000000000e-04,6,3.662221137120e-03
6041,2.416400000000e-04,6,3.662221137120e-03
6042,2.416800000000e-04,-292,-1.782280953398e-01
6043,2.417200000000e-04,-292,-1.782280953398e-01
6044,2.417600000000e-04,-292,-1.782280953398e-01
6045,2.418000000000e-04,-292,-1.782280953398e-01
6046,2.418400000000e-04,-292,-1.782280953398e-01
6047,2.418800000000e-04,-292,-1.782280953398e-01
6048,2.419200000000e-04,-590,-3.601184118168e-01
6049,2.419600000000e-04,-590,-3.601184118168e-01
6050,2.420000000000e-04,-590,-3.601184118168e-01
6051,2.420400000000e-04,-887,-5.413983581042e-01
6052,2.420800000000e-04,-887,-5.413983581042e-01
6053,2.421200000000e-04,-887,-5.413983581042e-01
6054,2.421600000000e-04,-887,-5.413983581042e-01
6055,2.422000000000e-04,-887,-5.413983581042e-01
6056,2.422400000000e-04,-887,-5.413983581042e-01
6057,2.422800000000e-04,-887,-5.413983581042e-01
6058,2.423200000000e-04,-887,-5.413983581042e-01
6059,2.423600000000e-04,-887,-5.413983581042e-01
6060,2.424000000000e-04,-887,-5.413983581042e-01
6061,2.424400000000e-04,-887,-5.413983581042e-01
6062,2.424800000000e-04,-887,-5.413983581042e-01
6063,2.425200000000e-04,-887,-5.413983581042e-01
6064,2.425600000000e-04,-887,-5.413983581042e-01
6065,2.426000000000e-04,-590,-3.601184118168e-01
6066,2.426400000000e-04,-590,-3.601184118168e-01
6067,2.426800000000e-04,-292,-1.782280953398e-01
6068,2.427200000000e-04,-292,-1.782280953398e-01
6069,2.427600000000e-04,-292,-1.782280953398e-01
6070,2.428000000000e-04,6,3.662221137120e-03
6071,2.428400000000e-04,304,1.855525376141e-01
6072,2.428800000000e-04,304,1.855525376141e-01
6073,2.429200000000e-04,602,3.674428540910e-01
6074,2.429600000000e-04,602,3.674428540910e-01
6075,2.430000000000e-04,900,5.493331705679e-01
6076,2.430400000000e-04,900,5.493331705679e-01
6077,2.430800000000e-04,900,5.493331705679e-01
6078,2.431200000000e-04,1198,7.312234870449e-01
6079,2.431600000000e-04,1198,7.312234870449e-01
6080,2.432000000000e-04,1495,9.125034333323e-01
6081,2.432400000000e-04,1495,9.125034333323e-01
6082,2.432800000000e-04,1495,9.125034333323e-01
6083,2.433200000000e-04,1495,9.125034333323e-01
6084,2.433600000000e-04,1792,1.093783379620e+00
6085,2.434000000000e-04,1792,1.093783379620e+00
6086,2.434400000000e-04,1792,1.093783379620e+00
6087,2.434800000000e-04,1792,1.093783379620e+00
6088,2.435200000000e-04,2090,1.275673696097e+00
6089,2.435600000000e-04,2090,1.275673696097e+00
6090,2.436000000000e-04,2090,1.275673696097e+00
6091,2.436400000000e-04,1792,1.093783379620e+00
6092,2.436800000000e-04,1792,1.093783379620e+00
6093,2.437200000000e-04,1792,1.093783379620e+00
6094,2.437600000000e-04,1792,1.093783379620e+00
6095,2.438000000000e-04,1792,1.093783379620e+00
6096,2.438400000000e-04,1792,1.093783379620e+00
6097,2.438800000000e-04,1792,1.093783379620e+00
6098,2.439200000000e-04,1495,9.125034333323e-01
6099,2.439600000000e-04,1495,9.125034333323e-01
6100,2.440000000000e-04,1495,9.125034333323e-01
6101,2.440400000000e-04,1198,7.312234870449e-01
6102,2.440800000000e-04,900,5.493331705679e-01
6103,2.441200000000e-04,900,5.493331705679e-01
6104,2.441600000000e-04,900,5.493331705679e-01
6105,2.442000000000e-04,602,3.674428540910e-01
6106,2.442400000000e-04,602,3.674428540910e-01
6107,2.442800000000e-04,304,1.855525376141e-01
6108,2.443200000000e-04,6,3.662221137120e-03
6109,2.443600000000e-04,-292,-1.782280953398e-01
6110,2.444000000000e-04,-292,-1.782280953398e-01
6111,2.444400000000e-04,-292,-1.782280953398e-01
6112,2.444800000000e-04,-590,-3.601184118168e-01
6113,2.445200000000e-04,-887,-5.413983581042e-01
6114,2.445600000000e-04,-887,-5.413983581042e-01
6115,2.446000000000e-04,-1185,-7.232886745811e-01
6116,2.446400000000e-04,-1185,-7.232886745811e-01
6117,2.446800000000e-04,-1483,-9.051789910581e-01
6118,2.447200000000e-04,-1483,-9.051789910581e-01
6119,2.447600000000e-04,-1483,-9.051789910581e-01
6120,2.448000000000e-04,-1483,-9.051789910581e-01
6121,2.448400000000e-04,-1781,-1.087069307535e+00
6122,2.448800000000e-04,-1781,-1.087069307535e+00
6123,2.449200000000e-04,-2079,-1.268959624012e+00
6124,2.449600000000e-04,-2079,-1.268959624012e+00
6125,2.450000000000e-04,-1781,-1.087069307535e+00
6126,2.450400000000e-04,-2079,-1.268959624012e+00
6127,2.450800000000e-04,-2079,-1.268959624012e+00
6128,2.451200000000e-04,-2079,-1.268959624012e+00
6129,2.451600000000e-04,-2079,-1.268959624012e+00
6130,2.452000000000e-04,-2079,-1.268959624012e+00
6131,2.452400000000e-04,-2079,-1.268959624012e+00
6132,2.452800000000e-04,-1781,-1.087069307535e+00
6133,2.453200000000e-04,-1781,-1.087069307535e+00
6134,2.453600000000e-04,-1781,-1.087069307535e+00
6135,2.454000000000e-04,-1483,-9.051789910581e-01
6136,2.454400000000e-04,-1483,-9.051789910581e-01
6137,2.454800000000e-04,-1483,-9.051789910581e-01
6138,2.455200000000e-04,-1185,-7.232886745811e-01
6139,2.455600000000e-04,-1185,-7.232886745811e-01
6140,2.456000000000e-04,-887,-5.413983581042e-01
6141,2.456400000000e-04,-887,-5.413983581042e-01
6142,2.456800000000e-04,-887,-5.413983581042e-01
6143,2.457200000000e-04,-590,-3.601184118168e-01
6144,2.457600000000e-04,-590,-3.601184118168e-01
6145,2.458000000000e-04,-292,-1.782280953398e-01
6146,2.458400000000e-04,-292,-1.782280953398e-01
6147,2.458800000000e-04,6,3.662221137120e-03
6148,2.459200000000e-04,304,1.855525376141e-01
6149,2.459600000000e-04,304,1.855525376141e-01
6150,2.460000000000e-04,304,1.855525376141e-01
6151,2.460400000000e-04,602,3.674428540910e-01
6152,2.460800000000e-04,900,5.493331705679e-01
6153,2.461200000000e-04,900,5.493331705679e-01
6154,2.461600000000e-04,900,5.493331705679e-01
6155,2.462000000000e-04,1198,7.312234870449e-01
6156,2.462400000000e-04,1198,7.312234870449e-01
6157,2.462800000000e-04,1198,7.312234870449e-01
6158,2.463200000000e-04,1495,9.125034333323e-01
6159,2.463600000000e-04,1495,9.125034333323e-01
6160,2.464000000000e-04,1495,9.125034333323e-01
6161,2.464400000000e-04,1495,9.125034333323e-01
6162,2.464800000000e-04,1495,9.125034333323e-01
6163,2.465200000000e-04,1495,9.125034333323e-01
6164,2.465600000000e-04,1792,1.093783379620e+00
6165,2.466000000000e-04,1792,1.093783379620e+00
6166,2.466400000000e-04,1495,9.125034333323e-01
6167,2.466800000000e-04,1495,9.125034333323e-01
6168,2.467200000000e-04,1495,9.125034333323e-01
6169,2.467600000000e-04,1495,9.125034333323e-01
6170,2.468000000000e-04,1495,9.125034333323e-01
6171,2.468400000000e-04,1495,9.125034333323e-01
6172,2.468800000000e-04,1198,7.312234870449e-01
6173,2.469200000000e-04,900,5.493331705679e-01
6174,2.469600000000e-04,900,5.493331705679e-01
6175,2.470000000000e-04,900,5.493331705679e-01
6176,2.470400000000e-04,602,3.674428540910e-01
6177,2.470800000000e-04,602,3.674428540910e-01
6178,2.471200000000e-04,304,1.855525376141e-01
6179,2.471600000000e-04,304,1.855525376141e-01
6180,2.472000000000e-04,304,1.855525376141e-01
6181,2.472400000000e-04,-292,-1.782280953398e-01
6182,2.472800000000e-04,-292,-1.782280953398e-01
6183,2.473200000000e-04,-292,-1.782280953398e-01
6184,2.473600000000e-04,-590,-3.601184118168e-01
6185,2.474000000000e-04,-887,-5.413983581042e-01
6186,2.474400000000e-04,-887,-5.413983581042e-01
6187,2.474800000000e-04,-887,-5.413983581042e-01
6188,2.475200000000e-04,-1185,-7.232886745811e-01
6189,2.475600000000e-04,-1185,-7.232886745811e-01
6190,2.476000000000e-04,-1483,-9.051789910581e-01
6191,2.476400000000e-04,-1483,-9.051789910581e-01
6192,2.476800000000e-04,-1483,-9.051789910581e-01
6193,2.477200000000e-04,-1483,-9.051789910581e-01
6194,2.477600000000e-04,-1483,-9.051789910581e-01
6195,2.478000000000e-04,-1483,-9.051789910581e-01
6196,2.478400000000e-04,-1483,-9.051789910581e-01
6197,2.478800000000e-04,-1781,-1.087069307535e+00
6198,2.479200000000e-04,-1483,-9.051789910581e-01
6199,2.479600000000e-04,-1483,-9.051789910581e-01
6200,2.480000000000e-04,-1483,-9.051789910581e-01
6201,2.480400000000e-04,-1483,-9.051789910581e-01
6202,2.480800000000e-04,-1483,-9.051789910581e-01
6203,2.481200000000e-04,-1483,-9.051789910581e-01
6204,2.481600000000e-04,-1185,-7.232886745811e-01
6205,2.482000000000e-04,-1185,-7.232886745811e-01
6206,2.482400000000e-04,-1185,-7.232886745811e-01
6207,2.482800000000e-04,-887,-5.413983581042e-01
6208,2.483200000000e-04,-887,-5.413983581042e-01
6209,2.483600000000e-04,-590,-3.601184118168e-01
6210,2.484000000000e-04,-590,-3.601184118168e-01
6211,2.484400000000e-04,-292,-1.782280953398e-01
6212,2.484800000000e-04,-292,-1.782280953398e-01
6213,2.485200000000e-04,6,3.662221137120e-03
6214,2.485600000000e-04,304,1.855525376141e-01
6215,2.486000000000e-04,304,1.855525376141e-01
6216,2.486400000000e-04,304,1.855525376141e-01
6217,2.486800000000e-04,602,3.674428540910e-01
6218,2.487200000000e-04,602,3.674428540910e-01
6219,2.487600000000e-04,900,5.493331705679e-01
6220,2.488000000000e-04,900,5.493331705679e-01
6221,2.488400000000e-04,1198,7.312234870449e-01
6222,2.488800000000e-04,1198,7.312234870449e-01
6223,2.489200000000e-04,1198,7.312234870449e-01
6224,2.489600000000e-04,1495,9.125034333323e-01
6225,2.490000000000e-04,1495,9.125034333323e-01
6226,2.490400000000e-04,1495,9.125034333323e-01
6227,2.490800000000e-04,1495,9.125034333323e-01
6228,2.491200000000e-04,1495,9.125034333323e-01
6229,2.491600000000e-04,1495,9.125034333323e-01
6230,2.492000000000e-04,1792,1.093783379620e+00
6231,2.492400000000e-04,1495,9.125034333323e-01
6232,2.492800000000e-04,1495,9.125034333323e-01
6233,2.493200000000e-04,1495,9.125034333323e-01
6234,2.493600000000e-04,1495,9.125034333323e-01
6235,2.494000000000e-04,1495,9.125034333323e-01
6236,2.494400000000e-04,1495,9.125034333323e-01
6237,2.494800000000e-04,1198,7.312234870449e-01
6238,2.495200000000e-04,1198,7.312234870449e-01
6239,2.495600000000e-04,1198,7.312234870449e-01
6240,2.496000000000e-04,900,5.493331705679e-01
6241,2.496400000000e-04,900,5.493331705679e-01
6242,2.496800000000e-04,900,5.493331705679e-01
6243,2.497200000000e-04,602,3.674428540910e-01
6244,2.497600000000e-04,602,3.674428540910e-01
6245,2.498000000000e-04,602,3.674428540910e-01
6246,2.498400000000e-04,304,1.855525376141e-01
6247,2.498800000000e-04,6,3.662221137120e-03
6248,2.499200000000e-04,6,3.662221137120e-03
6249,2.499600000000e-04,-292,-1.782280953398e-01
6250,2.500000000000e-04,-292,-1.782280953398e-01
6251,2.500400000000e-04,-590,-3.601184118168e-01
6252,2.500800000000e-04,-292,-1.782280953398e-01
6253,2.501200000000e-04,-590,-3.601184118168e-01
6254,2.501600000000e-04,-887,-5.413983581042e-01
6255,2.502000000000e-04,-887,-5.413983581042e-01
6256,2.502400000000e-04,-887,-5.413983581042e-01
6257,2.502800000000e-04,-887,-5.413983581042e-01
6258,2.503200000000e-04,-887,-5.413983581042e-01
6259,2.503600000000e-04,-1185,-7.232886745811e-01
6260,2.504000000000e-04,-1185,-7.232886745811e-01
6261,2.504400000000e-04,-1185,-7.232886745811e-01
6262,2.504800000000e-04,-1483,-9.051789910581e-01
6263,2.505200000000e-04,-1483,-9.051789910581e-01
6264,2.505600000000e-04,-1483,-9.051789910581e-01
6265,2.506000000000e-04,-1483,-9.051789910581e-01
6266,2.506400000000e-04,-1483,-9.051789910581e-01
6267,2.506800000000e-04,-1483,-9.051789910581e-01
6268,2.507200000000e-04,-1483,-9.051789910581e-01
6269,2.507600000000e-04,-1185,-7.232886745811e-01
6270,2.508000000000e-04,-1185,-7.232886745811e-01
6271,2.508400000000e-04,-1185,-7.232886745811e-01
6272,2.508800000000e-04,-887,-5.413983581042e-01
6273,2.509200000000e-04,-887,-5.413983581042e-01
6274,2.509600000000e-04,-887,-5.413983581042e-01
6275,2.510000000000e-04,-590,-3.601184118168e-01
6276,2.510400000000e-04,-590,-3.601184118168e-01
6277,2.510800000000e-04,-590,-3.601184118168e-01
6278,2.511200000000e-04,-292,-1.782280953398e-01
6279,2.511600000000e-04,-292,-1.782280953398e-01
6280,2.512000000000e-04,-292,-1.782280953398e-01
6281,2.512400000000e-04,304,1.855525376141e-01
6282,2.512800000000e-04,304,1.855525376141e-01
6283,2.513200000000e-04,602,3.674428540910e-01
6284,2.513600000000e-04,304,1.855525376141e-01
6285,2.514000000000e-04,602,3.674428540910e-01
6286,2.514400000000e-04,602,3.674428540910e-01
6287,2.514800000000e-04,900,5.493331705679e-01
6288,2.515200000000e-04,900,5.493331705679e-01
6289,2.515600000000e-04,900,5.493331705679e-01
6290,2.516000000000e-04,1198,7.312234870449e-01
6291,2.516400000000e-04,1198,7.312234870449e-01
6292,2.516800000000e-04,1198,7.312234870449e-01
6293,2.517200000000e-04,1495,9.125034333323e-01
6294,2.517600000000e-04,1495,9.125034333323e-01
6295,2.518000000000e-04,1495,9.125034333323e-01
6296,2.518400000000e-04,1495,9.125034333323e-01
6297,2.518800000000e-04,1495,9.125034333323e-01
6298,2.519200000000e-04,1495,9.125034333323e-01
6299,2.519600000000e-04,1495,9.125034333323e-01
6300,2.520000000000e-04,1495,9.125034333323e-01
6301,2.520400000000e-04,1495,9.125034333323e-01
6302,2.520800000000e-04,1198,7.312234870449e-01
6303,2.521200000000e-04,1198,7.312234870449e-01
6304,2.521600000000e-04,1198,7.312234870449e-01
6305,2.522000000000e-04,900,5.493331705679e-01
6306,2.522400000000e-04,900,5.493331705679e-01
6307,2.522800000000e-04,900,5.493331705679e-01
6308,2.523200000000e-04,900,5.493331705679e-01
6309,2.523600000000e-04,900,5.493331705679e-01
6310,2.524000000000e-04,602,3.674428540910e-01
6311,2.524400000000e-04,602,3.674428540910e-01
6312,2.524800000000e-04,304,1.855525376141e-01
6313,2.525200000000e-04,304,1.855525376141e-01
6314,2.525600000000e-04,304,1.855525376141e-01
6315,2.526000000000e-04,6,3.662221137120e-03
6316,2.526400000000e-04,-292,-1.782280953398e-01
6317,2.526800000000e-04,-292,-1.782280953398e-01
6318,2.527200000000e-04,-292,-1.782280953398e-01
6319,2.527600000000e-04,-590,-3.601184118168e-01
6320,2.528000000000e-04,-590,-3.601184118168e-01
6321,2.528400000000e-04,-887,-5.413983581042e-01
6322,2.528800000000e-04,-590,-3.601184118168e-01
6323,2.529200000000e-04,-887,-5.413983581042e-01
6324,2.529600000000e-04,-887,-5.413983581042e-01
6325,2.530000000000e-04,-887,-5.413983581042e-01
6326,2.530400000000e-04,-887,-5.413983581042e-01
6327,2.530800000000e-04,-1185,-7.232886745811e-01
6328,2.531200000000e-04,-1185,-7.232886745811e-01
6329,2.531600000000e-04,-1185,-7.232886745811e-01
6330,2.532000000000e-04,-1185,-7.232886745811e-01
6331,2.532400000000e-04,-1185,-7.232886745811e-01
6332,2.532800000000e-04,-1185,-7.232886745811e-01
6333,2.533200000000e-04,-1185,-7.232886745811e-01
6334,2.533600000000e-04,-887,-5.413983581042e-01
6335,2.534000000000e-04,-887,-5.413983581042e-01
6336,2.534400000000e-04,-887,-5.413983581042e-01
6337,2.534800000000e-04,-887,-5.413983581042e-01
6338,2.535200000000e-04,-887,-5.413983581042e-01
6339,2.535600000000e-04,-590,-3.601184118168e-01
6340,2.536000000000e-04,-590,-3.601184118168e-01
6341,2.536400000000e-04,-590,-3.601184118168e-01
6342,2.536800000000e-04,-292,-1.782280953398e-01
6343,2.537200000000e-04,-292,-1.782280953398e-01
6344,2.537600000000e-04,-292,-1.782280953398e-01
6345,2.538000000000e-04,-292,-1.782280953398e-01
6346,2.538400000000e-04,6,3.662221137120e-03
6347,2.538800000000e-04,304,1.855525376141e-01
6348,2.539200000000e-04,304,1.855525376141e-01
6349,2.539600000000e-04,304,1.855525376141e-01
6350,2.540000000000e-04,304,1.855525376141e-01
6351,2.540400000000e-04,602,3.674428540910e-01
6352,2.540800000000e-04,602,3.674428540910e-01
6353,2.541200000000e-04,602,3.674428540910e-01
6354,2.541600000000e-04,900,5.493331705679e-01
6355,2.542000000000e-04,900,5.493331705679e-01
6356,2.542400000000e-04,900,5.493331705679e-01
6357,2.542800000000e-04,1198,7.312234870449e-01
6358,2.543200000000e-04,900,5.493331705679e-01
6359,2.543600000000e-04,1198,7.312234870449e-01
6360,2.544000000000e-04,1198,7.312234870449e-01
6361,2.544400000000e-04,1198,7.312234870449e-01
6362,2.544800000000e-04,1198,7.312234870449e-01
6363,2.545200000000e-04,1495,9.125034333323e-01
6364,2.545600000000e-04,1198,7.312234870449e-01
6365,2.546000000000e-04,1198,7.312234870449e-01
6366,2.546400000000e-04,1198,7.312234870449e-01
6367,2.546800000000e-04,1198,7.312234870449e-01
6368,2.547200000000e-04,1198,7.312234870449e-01
6369,2.547600000000e-04,1198,7.312234870449e-01
6370,2.548000000000e-04,900,5.493331705679e-01
6371,2.548400000000e-04,900,5.493331705679e-01
6372,2.548800000000e-04,900,5.493331705679e-01
6373,2.549200000000e-04,900,5.493331705679e-01
6374,2.549600000000e-04,900,5.493331705679e-01
6375,2.550000000000e-04,602,3.674428540910e-01
6376,2.550400000000e-04,602,3.674428540910e-01
6377,2.550800000000e-04,602,3.674428540910e-01
6378,2.551200000000e-04,304,1.855525376141e-01
6379,2.551600000000e-04,304,1.855525376141e-01
6380,2.552000000000e-04,304,1.855525376141e-01
6381,2.552400000000e-04,6,3.662221137120e-03
6382,2.552800000000e-04,6,3.662221137120e-03
6383,2.553200000000e-04,-292,-1.782280953398e-01
6384,2.553600000000e-04,-292,-1.782280953398e-01
